column_id	line_number	text
left	52	<b>KISHIMICHI</b> <b>キシミチ</b> n. The road which one
left	53	has passed: — <i>ni mata kaeru</i>.
left	54	<b>KISHI-MUKAI</b> <b>キシムカヒ</b> <b>岸對</b> n. The opposite
left	55	bank of river: — <i>no kwaji</i>.
left	56	<b>KISHIN</b> <b>キシン</b> <b>寄進</b> n. Contributions, or
left	57	offerings to temples: — <i>suru</i>; — <i>no seshu</i>,
left	58	one who makes an offering.
left	59	Syn. KIFU, HŌGA.
left	60	<b>KISHIN</b> <b>キシン</b> <b>蜞針</b> — <i>suru</i>, to apply leeches.
left	61	<b>KISHIN</b> <b>キシン</b> <b>鬼神</b> n. Gods, divinities;
left	62	spirits or manes of the dead: — <i>ron</i>.
left	63	<b>KISHIRAI,-AU</b> <b>キシラフ</b> i.v. To contend, dis-
left	64	agree; to be in opposition; to clash, jar; to
left	65	quarrel: <i>yome to shūtome ga tsune ni kishirau</i>.
right	1	<b>†KISHIRAI,-AU</b> <b>キシラフ</b> t.v. i.q. <i>kishiru</i>.
right	2	<b>KISHIRASE,-RU</b> <b>キシラス</b> t.v. To make a grat-
right	3	ing or creaking noise; to drive: <i>kuruma wo</i>
right	4	— <i>te kuru</i>.
right	5	<b>KISHIRI,-RU</b> <b>キシル</b> <b>軋</b> i.v. and t.v. To rub,
right	6	or grate against; to creak; to move with a
right	7	creaking noise; to grind: <i>funabata wo</i> — ,
right	8	to grate against each other, as two ships lying
right	9	alongside and moved with the waves; <i>to ga</i> —,
right	10	the door grates; <i>mugi wo</i> — , to grind corn.
right	11	<b>KISHITSU</b> <b>キシツ</b> <b>氣質</b> n. Natural tempera-
right	12	ment, disposition, temper, mind: — <i>no warui</i>
right	13	<i>hito</i>, a bad-tempered man; — <i>no kuse</i>, the turn
right	14	of mind.
right	15	Syn. UMARETSUKI, TACHI.
right	16	<b>KISHO</b> <b>キショ</b> <b>貴所</b> = your house; also you:
right	17	— <i>sama</i>, you (to equals).
right	18	<b>KISHŌ</b> <b>キシャウ</b> <b>氣象</b> n. Temper, spirit, dis-
right	19	position, energy, mind: <i>oni demo totte kui-sō</i>
right	20	<i>na</i> — <i>da</i>.
right	21	<b>KISHŌ</b> <b>キシャウ</b> <b>起請</b> n. A vow, oath, ordeal:
right	22	<i>yugishō</i>, hot water ordeal; <i>higishō</i>, fire ordeal.
right	23	<b>KISHŌ</b> <b>キシャウ</b> <b>旗章</b> (<i>hata no shirushi</i>) n.
right	24	The insignia, figure, or marks of a flag.
right	25	<b>KISHŌ-DAI</b> <b>キシャウダイ</b> <b>氣象臺</b> n. Mete-
right	26	orological observatory.
right	27	<b>KISHŌ-GAKU</b> <b>キシャウガク</b> <b>氣象學</b> n. Mete-
right	28	orology.
right	29	<b>KISHŌ-HAJIME</b> <b>キショハジメ</b> <b>吉書始</b> n. The
right	30	first writing in the new year.
right	31	<b>KISHOKU</b> <b>キシコク</b> <b>氣色</b> n. (coll.) The state
right	32	of one's feelings, spirits, health: — <i>ga warui</i>,
right	33	to feel unwell, or in a bad humour; — <i>ga yoi</i>,
right	34	to be cheerful.
right	35	Syn. AMBAI, KOKOROMOCHI.
right	36	<b>KISHOKU</b> <b>キシヨク</b> <b>飢色</b> (<i>uetaru iro</i>) n. A
right	37	starved, famished countenance or appearance.
right	38	<b>KISHŌMON</b> <b>キシャウモン</b> <b>起請文</b> n. An in-
right	39	denture; a written contract, bond; a written
right	40	oath or vow.
right	41	Syn. SEISHI.
right	42	<b>KISHU</b> <b>キシユ</b> <b>氣腫</b> n. (med.) Emphysema.
right	43	<b>KISHŪ</b> <b>キシウ</b> <b>羈愁</b> (<i>tabi no urei</i>) n. The
right	44	lonesome and solitary feeling of a stranger.
right	45	<b>KISO</b> <b>キソ</b> <b>基礎</b> n. Foundation; basis: — <i>wo</i>
right	46	<i>kataku shite hajimeru</i>.
right	47	<b>KISO</b> <b>キソ</b> <b>起訴</b> — <i>suru</i>, to commence suit.
right	48	<b>KISŌ</b> <b>キソウ</b> <b>饋送</b> (<i>okuru</i>) — <i>suru</i>, to send as
right	49	a present; to present.
right	50	<b>†KISO-HAJIME</b> <b>キソハジメ</b> n. The first wearing
right	51	of official dress at the new year.
right	52	<b>KISOI</b> <b>キソヒ</b> n. Competition; emulation.
right	53	<b>KISOI</b> <b>キソヒ</b> <b>競</b> n. Competition; emulation;
right	54	a race.
right	55	<b>KISOI,-OU</b> <b>キソフ</b> <b>競</b> i.v. To emulate, compete,
right	56	strive to excel, contend for mastery: <i>tagai-ni</i>
right	57	<i>bugei wo</i> —.
right	58	Syn. KIOI, ARASOI.
right	59	<b>KISOI-GARI</b> <b>キソヒガリ</b> n. Hunting for diver-
right	60	sion (either animals or plants).
right	61	<b>KISOI-KOGI</b> <b>キソヒコギ</b> n. A boat race.
right	62	<b>KISOKU</b> <b>キソク</b> <b>規則</b> n. A rule, law: — <i>wo</i>
right	63	<i>tateru</i>, to make a rule; — <i>dōri</i>, according to
right	64	rule; <i>fukisoku</i>, irregular; abnormal.
right	65	<b>†KISOKU</b> <b>キソク</b> <b>龜足</b> n. i.q. <i>kezuri-bana</i>.
footer		Digitized by Google
footer		Original from
footer		HARVARD UNIVERSITY
